Incident Number,Customer Query,IT Support Response,Assigned Team,Resolution,Priority,SLA Time,Incident Date,Resolution Date,Days to Resolve
INC00701,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Resolved,Medium,3 Days,2024-01-08,2024-01-18,10
INC00702,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Escalated,High,24 Hours,2023-12-31,2024-01-09,9
INC00703,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team C,Resolved,Low,1 Week,2024-01-09,2024-01-09,0
INC00704,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Escalated,Medium,3 Days,2024-01-09,2024-01-10,1
INC00705,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Resolved,Low,1 Week,2024-01-04,2024-01-16,12
INC00706,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Resolved,Medium,3 Days,2024-01-06,2024-01-17,11
INC00707,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Pending,Critical,4 Hours,2024-01-03,2024-01-03,0
INC00708,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Pending,Medium,3 Days,2023-12-18,2023-12-30,12
INC00709,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team A,Pending,Low,1 Week,2023-12-19,2023-12-24,5
INC00710,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team A,Closed,High,24 Hours,2024-01-02,2024-01-04,2
INC00711,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Pending,Medium,3 Days,2023-12-23,2024-01-03,11
INC00712,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team A,Pending,Critical,4 Hours,2023-12-30,2024-01-12,13
INC00713,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Resolved,High,24 Hours,2023-12-28,2024-01-03,6
INC00714,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Closed,Medium,3 Days,2023-12-29,2024-01-08,10
INC00715,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Closed,Medium,3 Days,2023-12-17,2023-12-27,10
INC00716,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Closed,Critical,4 Hours,2023-12-27,2024-01-07,11
INC00717,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Closed,Low,1 Week,2024-01-03,2024-01-12,9
INC00718,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team C,Closed,High,24 Hours,2023-12-17,2023-12-22,5
INC00719,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team B,Closed,High,24 Hours,2023-12-19,2023-12-21,2
INC00720,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team C,Escalated,Critical,4 Hours,2023-12-18,2024-01-02,15
INC00721,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Pending,Low,1 Week,2023-12-16,2023-12-21,5
INC00722,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Pending,Critical,4 Hours,2024-01-07,2024-01-22,15
INC00723,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Escalated,Low,1 Week,2024-01-06,2024-01-18,12
INC00724,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team D,Closed,High,24 Hours,2024-01-08,2024-01-13,5
INC00725,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Escalated,Low,1 Week,2023-12-24,2024-01-05,12
INC00726,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Closed,Critical,4 Hours,2024-01-02,2024-01-03,1
INC00727,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Pending,Medium,3 Days,2024-01-06,2024-01-12,6
INC00728,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team A,Closed,Medium,3 Days,2024-01-01,2024-01-16,15
INC00729,I am unable to log in to my application,"Make sure you're using the correct username and password, and check if caps lock is off.",Team D,Resolved,Low,1 Week,2023-12-10,2023-12-21,11
INC00730,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team D,Escalated,Critical,4 Hours,2023-12-15,2023-12-25,10
INC00731,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Escalated,Medium,3 Days,2023-12-13,2023-12-24,11
INC00732,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team D,Resolved,Medium,3 Days,2023-12-31,2024-01-07,7
INC00733,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team D,Resolved,Low,1 Week,2023-12-20,2023-12-27,7
INC00734,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Escalated,Critical,4 Hours,2023-12-14,2023-12-18,4
INC00735,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team A,Resolved,Low,1 Week,2023-12-16,2023-12-30,14
INC00736,I can't find my product key for the software,The product key is usually in the purchase confirmation email or on the software box.,Team A,Pending,Low,1 Week,2023-12-15,2023-12-21,6
INC00737,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team D,Pending,Low,1 Week,2024-01-08,2024-01-16,8
INC00738,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team D,Resolved,Low,1 Week,2023-12-17,2023-12-23,6
INC00739,My antivirus software is not updating,Try restarting your system and then update the antivirus software.,Team C,Resolved,High,24 Hours,2024-01-06,2024-01-15,9
INC00740,The software I use is running very slowly,Check if your system meets the minimum requirements for the software.,Team B,Resolved,High,24 Hours,2024-01-04,2024-01-15,11
INC00741,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team B,Escalated,Low,1 Week,2023-12-22,2023-12-26,4
INC00742,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Escalated,Low,1 Week,2023-12-26,2024-01-07,12
INC00743,There's a strange error message when I open a program,Please send us the error message so we can investigate further.,Team B,Resolved,Critical,4 Hours,2023-12-29,2024-01-03,5
INC00744,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team B,Resolved,High,24 Hours,2023-12-21,2024-01-04,14
INC00745,My email client keeps crashing,Please check for any updates available for the email client and install them.,Team A,Resolved,Medium,3 Days,2023-12-15,2023-12-26,11
INC00746,I'm facing issues with installing a software,Ensure you have the necessary permissions and the correct installer version.,Team C,Resolved,Low,1 Week,2024-01-03,2024-01-06,3
INC00747,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Closed,Critical,4 Hours,2024-01-02,2024-01-12,10
INC00748,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Escalated,Medium,3 Days,2024-01-02,2024-01-04,2
INC00749,My application settings keep resetting,Ensure you have the latest version of the app and you save the settings before closing.,Team C,Escalated,Low,1 Week,2024-01-01,2024-01-15,14
