Incident Number,Customer Query,IT Support Response,Assigned Team,Resolution,Priority,SLA Time,Incident Date,Resolution Date,Days to Resolve
INC04056,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Reopened,Critical,4 Hours,2023-11-25,2023-11-27,2
INC04057,Cannot connect to database from application,Check if the database service is running and accessible.,Team D,Pending,Critical,4 Hours,2023-12-07,2023-12-08,1
INC04058,Email client crashes on startup,Please update your email client to the latest version.,Team D,Resolved,High,24 Hours,2023-11-13,2023-11-14,1
INC04059,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team F,Pending,Medium,3 Days,2023-12-10,2023-12-15,5
INC04060,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team D,Pending,High,24 Hours,2023-11-25,2023-11-27,2
INC04061,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team F,Escalated,Critical,4 Hours,2023-12-10,2023-12-12,2
INC04062,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team F,Closed,Medium,3 Days,2023-12-14,2023-12-21,7
INC04063,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team E,Reopened,Critical,4 Hours,2023-11-14,2023-11-17,3
INC04064,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team A,Escalated,High,24 Hours,2023-12-18,2023-12-20,2
INC04065,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team C,Closed,Low,1 Week,2023-11-30,2023-12-01,1
INC04066,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Reopened,High,24 Hours,2024-01-04,2024-01-07,3
INC04067,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Resolved,Low,1 Week,2023-11-25,2023-12-09,14
INC04068,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Reopened,Critical,4 Hours,2023-11-16,2023-11-19,3
INC04069,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Resolved,Critical,4 Hours,2023-12-12,2023-12-15,3
INC04070,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team D,Resolved,Critical,4 Hours,2023-12-19,2023-12-20,1
INC04071,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team F,Reopened,Critical,4 Hours,2024-01-08,2024-01-09,1
INC04072,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team B,Reopened,High,24 Hours,2023-12-04,2023-12-07,3
INC04073,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team B,Reopened,Medium,3 Days,2023-11-10,2023-11-17,7
INC04074,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team E,Closed,Critical,4 Hours,2023-12-07,2023-12-10,3
INC04075,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Resolved,Critical,4 Hours,2023-12-01,2023-12-03,2
INC04076,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team D,Closed,Medium,3 Days,2023-11-30,2023-12-04,4
INC04077,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Escalated,Critical,4 Hours,2023-12-25,2023-12-28,3
INC04078,Email client crashes on startup,Please update your email client to the latest version.,Team D,Pending,High,24 Hours,2023-12-01,2023-12-02,1
INC04079,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team F,Reopened,High,24 Hours,2023-12-03,2023-12-05,2
INC04080,Email client crashes on startup,Please update your email client to the latest version.,Team E,Reopened,High,24 Hours,2024-01-08,2024-01-10,2
INC04081,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Closed,Critical,4 Hours,2023-12-19,2023-12-22,3
INC04082,Email client crashes on startup,Please update your email client to the latest version.,Team E,Reopened,High,24 Hours,2024-01-05,2024-01-07,2
INC04083,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team A,Closed,High,24 Hours,2023-11-15,2023-11-18,3
INC04084,Cannot connect to database from application,Check if the database service is running and accessible.,Team B,Closed,Critical,4 Hours,2023-11-26,2023-11-28,2
INC04085,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team B,Pending,Low,1 Week,2024-01-07,2024-01-14,7
INC04086,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team F,Escalated,Critical,4 Hours,2023-12-11,2023-12-12,1
INC04087,Cannot connect to database from application,Check if the database service is running and accessible.,Team F,Resolved,Critical,4 Hours,2023-12-12,2023-12-14,2
INC04088,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team E,Pending,High,24 Hours,2023-12-27,2023-12-30,3
INC04089,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team A,Reopened,Critical,4 Hours,2023-11-10,2023-11-13,3
INC04090,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team A,Resolved,Low,1 Week,2023-12-26,2024-01-09,14
INC04091,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team E,Closed,Critical,4 Hours,2023-11-18,2023-11-19,1
INC04092,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team F,Reopened,Low,1 Week,2023-12-29,2024-01-05,7
INC04093,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team C,Escalated,Medium,3 Days,2023-12-27,2024-01-01,5
INC04094,Cannot connect to database from application,Check if the database service is running and accessible.,Team E,Escalated,Critical,4 Hours,2023-11-25,2023-11-26,1
INC04095,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team B,Escalated,Medium,3 Days,2024-01-02,2024-01-05,3
INC04096,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team A,Resolved,Medium,3 Days,2023-12-15,2023-12-20,5
INC04097,Cannot connect to database from application,Check if the database service is running and accessible.,Team A,Pending,Critical,4 Hours,2023-12-25,2023-12-26,1
INC04098,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team B,Reopened,High,24 Hours,2023-11-24,2023-11-27,3
INC04099,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team D,Pending,Critical,4 Hours,2023-12-15,2023-12-17,2
INC04100,Cannot connect to database from application,Check if the database service is running and accessible.,Team B,Escalated,Critical,4 Hours,2023-12-30,2024-01-01,2
INC04101,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team C,Resolved,High,24 Hours,2023-11-11,2023-11-13,2
INC04102,Software X is incompatible with my OS,Check if there are any updates for Software X or your operating system.,Team B,Resolved,High,24 Hours,2023-11-19,2023-11-21,2
INC04103,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team C,Closed,Low,1 Week,2023-11-26,2023-11-27,1
INC04104,Email client crashes on startup,Please update your email client to the latest version.,Team F,Reopened,High,24 Hours,2023-12-30,2024-01-02,3
INC04105,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team A,Resolved,Medium,3 Days,2023-12-22,2023-12-26,4
INC04106,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team F,Reopened,Medium,3 Days,2023-12-07,2023-12-12,5
INC04107,Software installation failed with error code,Can you provide the specific error code you are seeing?,Team B,Resolved,Critical,4 Hours,2023-12-28,2023-12-31,3
INC04108,Email client crashes on startup,Please update your email client to the latest version.,Team F,Resolved,High,24 Hours,2023-12-23,2023-12-24,1
INC04109,Email client crashes on startup,Please update your email client to the latest version.,Team A,Resolved,High,24 Hours,2023-12-02,2023-12-03,1
INC04110,Cannot find license key for software,The license key should be in your purchase confirmation email.,Team E,Resolved,Low,1 Week,2023-12-03,2023-12-06,3
INC04111,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team C,Escalated,Medium,3 Days,2023-11-19,2023-11-26,7
INC04112,Email client crashes on startup,Please update your email client to the latest version.,Team F,Closed,High,24 Hours,2023-12-26,2023-12-29,3
INC04113,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team C,Closed,Medium,3 Days,2023-12-30,2024-01-04,5
INC04114,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team E,Pending,Medium,3 Days,2023-11-16,2023-11-20,4
INC04115,Cannot connect to database from application,Check if the database service is running and accessible.,Team B,Reopened,Critical,4 Hours,2024-01-08,2024-01-11,3
INC04116,Antivirus software not detecting malware,Ensure your antivirus is up to date and run a full system scan.,Team F,Resolved,Medium,3 Days,2023-12-29,2024-01-02,4
INC04117,Cannot connect to database from application,Check if the database service is running and accessible.,Team C,Escalated,Critical,4 Hours,2023-12-02,2023-12-04,2
INC04118,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team C,Pending,Medium,3 Days,2023-11-20,2023-11-24,4
INC04119,Application is freezing during use,Try reinstalling the application and check if your system meets its requirements.,Team E,Reopened,High,24 Hours,2023-12-12,2023-12-15,3
INC04120,Error messages when updating a software,Please send the exact error messages for further diagnosis.,Team B,Reopened,Medium,3 Days,2024-01-08,2024-01-15,7
